VARIAVEL_PADRAO,ANO,VARIAVEL_ORIGINAL,STATUS_COMPATIBILIDADE,DESCRICAO_OFICIAL,OBSERVACAO
IN_BANDA_LARGA,2024,IN_BANDA_LARGA,COMPATIVEL,Internet Banda Larga,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BANDA_LARGA,2025,IN_BANDA_LARGA,COMPATIVEL,Internet Banda Larga,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_ALUNOS,2021,IN_INTERNET_ALUNOS,COMPATIVEL,Acesso à Internet - Para uso dos alunos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_ALUNOS,2022,IN_INTERNET_ALUNOS,COMPATIVEL,Acesso à Internet - Para uso dos alunos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_ALUNOS,2023,IN_INTERNET_ALUNOS,COMPATIVEL,Acesso à Internet - Para uso dos alunos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_ALUNOS,2024,IN_INTERNET_ALUNOS,COMPATIVEL,Acesso à Internet - Para uso dos alunos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_ALUNOS,2025,IN_INTERNET_ALUNOS,COMPATIVEL,Acesso à Internet - Para uso dos alunos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_APRENDIZAGEM,2021,IN_INTERNET_APRENDIZAGEM,COMPATIVEL,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_APRENDIZAGEM,2022,IN_INTERNET_APRENDIZAGEM,COMPATIVEL,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_APRENDIZAGEM,2023,IN_INTERNET_APRENDIZAGEM,COMPATIVEL,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_APRENDIZAGEM,2024,IN_INTERNET_APRENDIZAGEM,COMPATIVEL,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_INTERNET_APRENDIZAGEM,2025,IN_INTERNET_APRENDIZAGEM,COMPATIVEL,Acesso à Internet - Para uso nos processos de ensino e aprendizagem,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_INFORMATICA,2021,IN_LABORATORIO_INFORMATICA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_INFORMATICA,2022,IN_LABORATORIO_INFORMATICA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_INFORMATICA,2023,IN_LABORATORIO_INFORMATICA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_INFORMATICA,2024,IN_LABORATORIO_INFORMATICA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_INFORMATICA,2025,IN_LABORATORIO_INFORMATICA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA,2021,IN_BIBLIOTECA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA,2022,IN_BIBLIOTECA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA,2023,IN_BIBLIOTECA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA,2024,IN_BIBLIOTECA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA,2025,IN_BIBLIOTECA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA_SALA_LEITURA,2021,IN_BIBLIOTECA_SALA_LEITURA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA_SALA_LEITURA,2022,IN_BIBLIOTECA_SALA_LEITURA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA_SALA_LEITURA,2023,IN_BIBLIOTECA_SALA_LEITURA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA_SALA_LEITURA,2024,IN_BIBLIOTECA_SALA_LEITURA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_BIBLIOTECA_SALA_LEITURA,2025,IN_BIBLIOTECA_SALA_LEITURA,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_CIENCIAS,2021,IN_LABORATORIO_CIENCIAS,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_CIENCIAS,2022,IN_LABORATORIO_CIENCIAS,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_CIENCIAS,2023,IN_LABORATORIO_CIENCIAS,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_CIENCIAS,2024,IN_LABORATORIO_CIENCIAS,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_LABORATORIO_CIENCIAS,2025,IN_LABORATORIO_CIENCIAS,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_QUADRA_ESPORTES,2021,IN_QUADRA_ESPORTES,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_QUADRA_ESPORTES,2022,IN_QUADRA_ESPORTES,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_QUADRA_ESPORTES,2023,IN_QUADRA_ESPORTES,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_QUADRA_ESPORTES,2024,IN_QUADRA_ESPORTES,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_QUADRA_ESPORTES,2025,IN_QUADRA_ESPORTES,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_REFEITORIO,2021,IN_REFEITORIO,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Refeitório,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_REFEITORIO,2022,IN_REFEITORIO,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Refeitório,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_REFEITORIO,2023,IN_REFEITORIO,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Refeitório,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_REFEITORIO,2024,IN_REFEITORIO,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Refeitório,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_REFEITORIO,2025,IN_REFEITORIO,COMPATIVEL,Dependências físicas existentes e utilizadas na escola - Refeitório,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_POTAVEL,2021,IN_AGUA_POTAVEL,COMPATIVEL,Fornece água potável para o consumo humano,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_POTAVEL,2022,IN_AGUA_POTAVEL,COMPATIVEL,Fornece água potável para o consumo humano,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_POTAVEL,2023,IN_AGUA_POTAVEL,COMPATIVEL,Fornece água potável para o consumo humano,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_POTAVEL,2024,IN_AGUA_POTAVEL,COMPATIVEL,Fornece água potável para o consumo humano,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_POTAVEL,2025,IN_AGUA_POTAVEL,COMPATIVEL,Fornece água potável para o consumo humano,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_REDE_PUBLICA,2021,IN_AGUA_REDE_PUBLICA,COMPATIVEL,Abastecimento de água - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_REDE_PUBLICA,2022,IN_AGUA_REDE_PUBLICA,COMPATIVEL,Abastecimento de água - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_REDE_PUBLICA,2023,IN_AGUA_REDE_PUBLICA,COMPATIVEL,Abastecimento de água - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_REDE_PUBLICA,2024,IN_AGUA_REDE_PUBLICA,COMPATIVEL,Abastecimento de água - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_REDE_PUBLICA,2025,IN_AGUA_REDE_PUBLICA,COMPATIVEL,Abastecimento de água - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_INEXISTENTE,2021,IN_AGUA_INEXISTENTE,COMPATIVEL,Abastecimento de água - Não há abastecimento de água,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_INEXISTENTE,2022,IN_AGUA_INEXISTENTE,COMPATIVEL,Abastecimento de água - Não há abastecimento de água,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_INEXISTENTE,2023,IN_AGUA_INEXISTENTE,COMPATIVEL,Abastecimento de água - Não há abastecimento de água,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_INEXISTENTE,2024,IN_AGUA_INEXISTENTE,COMPATIVEL,Abastecimento de água - Não há abastecimento de água,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_AGUA_INEXISTENTE,2025,IN_AGUA_INEXISTENTE,COMPATIVEL,Abastecimento de água - Não há abastecimento de água,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_REDE_PUBLICA,2021,IN_ENERGIA_REDE_PUBLICA,COMPATIVEL,Abastecimento de energia elétrica - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_REDE_PUBLICA,2022,IN_ENERGIA_REDE_PUBLICA,COMPATIVEL,Abastecimento de energia elétrica - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_REDE_PUBLICA,2023,IN_ENERGIA_REDE_PUBLICA,COMPATIVEL,Abastecimento de energia elétrica - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_REDE_PUBLICA,2024,IN_ENERGIA_REDE_PUBLICA,COMPATIVEL,Abastecimento de energia elétrica - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_REDE_PUBLICA,2025,IN_ENERGIA_REDE_PUBLICA,COMPATIVEL,Abastecimento de energia elétrica - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_RENOVAVEL,2021,IN_ENERGIA_RENOVAVEL,COMPATIVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_RENOVAVEL,2022,IN_ENERGIA_RENOVAVEL,COMPATIVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_RENOVAVEL,2023,IN_ENERGIA_RENOVAVEL,COMPATIVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_RENOVAVEL,2024,IN_ENERGIA_RENOVAVEL,COMPATIVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_RENOVAVEL,2025,IN_ENERGIA_RENOVAVEL,COMPATIVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_INEXISTENTE,2021,IN_ENERGIA_INEXISTENTE,COMPATIVEL,Abastecimento de energia elétrica - Não há energia elétrica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_INEXISTENTE,2022,IN_ENERGIA_INEXISTENTE,COMPATIVEL,Abastecimento de energia elétrica - Não há energia elétrica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_INEXISTENTE,2023,IN_ENERGIA_INEXISTENTE,COMPATIVEL,Abastecimento de energia elétrica - Não há energia elétrica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_INEXISTENTE,2024,IN_ENERGIA_INEXISTENTE,COMPATIVEL,Abastecimento de energia elétrica - Não há energia elétrica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ENERGIA_INEXISTENTE,2025,IN_ENERGIA_INEXISTENTE,COMPATIVEL,Abastecimento de energia elétrica - Não há energia elétrica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_REDE_PUBLICA,2021,IN_ESGOTO_REDE_PUBLICA,COMPATIVEL,Esgoto sanitário - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_REDE_PUBLICA,2022,IN_ESGOTO_REDE_PUBLICA,COMPATIVEL,Esgoto sanitário - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_REDE_PUBLICA,2023,IN_ESGOTO_REDE_PUBLICA,COMPATIVEL,Esgoto sanitário - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_REDE_PUBLICA,2024,IN_ESGOTO_REDE_PUBLICA,COMPATIVEL,Esgoto sanitário - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_REDE_PUBLICA,2025,IN_ESGOTO_REDE_PUBLICA,COMPATIVEL,Esgoto sanitário - Rede pública,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_FOSSA_SEPTICA,2021,IN_ESGOTO_FOSSA_SEPTICA,COMPATIVEL,Esgoto sanitário - Fossa Séptica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_FOSSA_SEPTICA,2022,IN_ESGOTO_FOSSA_SEPTICA,COMPATIVEL,Esgoto sanitário - Fossa Séptica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_FOSSA_SEPTICA,2023,IN_ESGOTO_FOSSA_SEPTICA,COMPATIVEL,Esgoto sanitário - Fossa Séptica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_FOSSA_SEPTICA,2024,IN_ESGOTO_FOSSA_SEPTICA,COMPATIVEL,Esgoto sanitário - Fossa Séptica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_FOSSA_SEPTICA,2025,IN_ESGOTO_FOSSA_SEPTICA,COMPATIVEL,Esgoto sanitário - Fossa Séptica,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_INEXISTENTE,2021,IN_ESGOTO_INEXISTENTE,COMPATIVEL,Esgoto sanitário - Não há esgotamento sanitário,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_INEXISTENTE,2022,IN_ESGOTO_INEXISTENTE,COMPATIVEL,Esgoto sanitário - Não há esgotamento sanitário,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_INEXISTENTE,2023,IN_ESGOTO_INEXISTENTE,COMPATIVEL,Esgoto sanitário - Não há esgotamento sanitário,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_INEXISTENTE,2024,IN_ESGOTO_INEXISTENTE,COMPATIVEL,Esgoto sanitário - Não há esgotamento sanitário,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ESGOTO_INEXISTENTE,2025,IN_ESGOTO_INEXISTENTE,COMPATIVEL,Esgoto sanitário - Não há esgotamento sanitário,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_CORRIMAO,2021,IN_ACESSIBILIDADE_CORRIMAO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_CORRIMAO,2022,IN_ACESSIBILIDADE_CORRIMAO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_CORRIMAO,2023,IN_ACESSIBILIDADE_CORRIMAO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_CORRIMAO,2024,IN_ACESSIBILIDADE_CORRIMAO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_CORRIMAO,2025,IN_ACESSIBILIDADE_CORRIMAO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_ELEVADOR,2021,IN_ACESSIBILIDADE_ELEVADOR,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_ELEVADOR,2022,IN_ACESSIBILIDADE_ELEVADOR,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_ELEVADOR,2023,IN_ACESSIBILIDADE_ELEVADOR,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_ELEVADOR,2024,IN_ACESSIBILIDADE_ELEVADOR,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_ELEVADOR,2025,IN_ACESSIBILIDADE_ELEVADOR,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_PISOS_TATEIS,2021,IN_ACESSIBILIDADE_PISOS_TATEIS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_PISOS_TATEIS,2022,IN_ACESSIBILIDADE_PISOS_TATEIS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_PISOS_TATEIS,2023,IN_ACESSIBILIDADE_PISOS_TATEIS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_PISOS_TATEIS,2024,IN_ACESSIBILIDADE_PISOS_TATEIS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_PISOS_TATEIS,2025,IN_ACESSIBILIDADE_PISOS_TATEIS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_VAO_LIVRE,2021,IN_ACESSIBILIDADE_VAO_LIVRE,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de no mínimo 80 cm,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_VAO_LIVRE,2022,IN_ACESSIBILIDADE_VAO_LIVRE,COMPATIVEL,"Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de, no mínimo, 80 cm",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_VAO_LIVRE,2023,IN_ACESSIBILIDADE_VAO_LIVRE,COMPATIVEL,"Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de, no mínimo, 80 cm",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_VAO_LIVRE,2024,IN_ACESSIBILIDADE_VAO_LIVRE,COMPATIVEL,"Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de, no mínimo, 80 cm",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_VAO_LIVRE,2025,IN_ACESSIBILIDADE_VAO_LIVRE,COMPATIVEL,"Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de, no mínimo, 80 cm",Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_RAMPAS,2021,IN_ACESSIBILIDADE_RAMPAS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_RAMPAS,2022,IN_ACESSIBILIDADE_RAMPAS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_RAMPAS,2023,IN_ACESSIBILIDADE_RAMPAS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_RAMPAS,2024,IN_ACESSIBILIDADE_RAMPAS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_RAMPAS,2025,IN_ACESSIBILIDADE_RAMPAS,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_SONORO,2021,IN_ACESSIBILIDADE_SINAL_SONORO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_SONORO,2022,IN_ACESSIBILIDADE_SINAL_SONORO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_SONORO,2023,IN_ACESSIBILIDADE_SINAL_SONORO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_SONORO,2024,IN_ACESSIBILIDADE_SINAL_SONORO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_SONORO,2025,IN_ACESSIBILIDADE_SINAL_SONORO,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_TATIL,2021,IN_ACESSIBILIDADE_SINAL_TATIL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_TATIL,2022,IN_ACESSIBILIDADE_SINAL_TATIL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_TATIL,2023,IN_ACESSIBILIDADE_SINAL_TATIL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
